STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2023,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2024,,8.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2015,,11.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2016,,11.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2017,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2018,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2019,,6.5,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2020,,6.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2021,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2022,,8.7,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2023,,8.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FI,Finland,2024,,7.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2015,,8.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2016,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2017,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2018,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2019,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2020,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2021,,9.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2022,,8.6,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2023,,8.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2024,,8.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2014,,11.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2015,,11.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2016,,10.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2017,,9.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2018,,8.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2019,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2020,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2021,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2022,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2023,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2024,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2015,,8.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2016,,6.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2017,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2018,,5.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2019,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2020,,5.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2021,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2022,,6.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2023,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2024,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2015,,18.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2016,,17.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2017,,15.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2018,,12.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2019,,12.8,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2020,,13.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2021,,12.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2022,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2023,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2024,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2015,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2016,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2017,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2018,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2019,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2020,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2015,,13.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2016,,14.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2017,,13.2,,,,,
